,Condition,Average Attention Score
3495,Chronic Phase Philadelphia Positive,
3496,Estrogen Receptor Negative Neoplasm,
3497,"Tear of Articular Cartilage of Knee, Current",
3498,Bowel Preparation Before Colonoscopy,
3499,Analgesic Drugs,
3500,Patent Ductus Arteriosus After Premature Birth,
3501,Nonalcoholic Steatohepatitis (NASH),
3502,Lung Injury,
3503,Unicompartmental Medial Knee Osteoarthritis,
3504,"Low Back Pain, Mechanical",
3505,Viral Infection After HSCT,
3506,Block Complete Heart,
3507,Death,
3508,Lymphomas non-Hodgkins B-cell,
3509,Epstein-Barr virus infection,
3510,Idiopathic pulmonary fibrosis,
3511,Thalassaemia,
3512,Chronic hepatitis C,
3513,Metastatic Colo-rectal Cancer,
3514,Bipolar Disorder,
3515,Locally Advanced Urothelial Cancer,
3516,Cesarean Section Complications,
3517,"Pain, Chronic",
3518,Myeloproliferative Neoplasm(MPN)-Associated Myelofibrosis,
3519,Neurogenic Bowel Dysfunction,
3520,Opioid Use,
3521,Fistulizing Crohns Disease,
3522,Angiomyolipoma,
3523,Lymph Node Cancer Metastatic,
3524,Calpain-3 Deficiency Limb Girdle Muscular Dystrophy Type 2A,
3525,Spinal muscular atrophy,
3526,Bulbospinal muscular atrophy congenital,
3527,Cushings syndrome,
3528,Locally advanced breast cancer,
3529,Major Depressive Disorder,
3530,Recurrent Adult Hodgkin Lymphoma,
3531,Parathyroid Hyperplasia,
3532,Hereditary Hemorrhagic Telangiectasia,
3533,DIPG,
3534,Unsteadiness,
3535,Neck Pain,
3536,Simulation Training,
3537,Primary Coronay Intervention,
3538,Papulopustular Rosacea,
3539,Patent Ductus Arteriosus - Delayed Closure,
3540,"Cervical, Vaginal and Vulval Inflammatory Diseases",
3541,Tibial Fractures,
3542,Monoclonal Gammopathy of Renal Significance,
3543,Endometriosis-related Pain,
3544,Cyclin-Dependent Kinase-Like 5 Deficiency Disorder,
3545,Anomaly Heart,
3546,"Ebola Virus Disease,Infections and Infestations",
3547,Cryoglobulinaemia,
3548,Reflux esophagitis,
3549,Lymphedema,
3550,Lymphomas non-Hodgkins T-cell,
3551,Skeletal dysplasia,
3552,Colorectal cancer screening programmes,
3553,Morbid obesity,
3554,Androgen Deficiency,
3555,Malnutrition,
3556,Osteosarcoma Tumor,
3557,Unresectable Sinonasal Tumors,
3558,Hepatitis D,
3559,Rectal Neoplasms,
3560,Bursitis Hip,
3561,Soft Tissue Mass,
3562,Cardiac Resynchronization Therapy,
3563,Metastatic or Locally Advanced PD-L1 Positive Urothelial Cancer,
3564,Full Thickness Macular Hole,
3565,"Cutaneous T-Cell Lymphoma, Relapsed",
3566,Ischemic Ulcer,
3567,Active Juvenile Psoriatic Arthritis,
3568,"Labor, Obstetric",
3569,Hydrolyzed Collagen Peptides,
3570,Colorectal cancer NOS,
3571,Chronic cough,
3572,Peritoneal carcinomatosis,
3573,Type 2 diabetes - overweight/obesity,
3574,First stroke patients with mild/moderate to severe disability,
3575,Psychosocial Effects of Cancer and Its Treatment,
3576,Thalassemia,
3577,Hepatic Veno-Occlusive Disease,
3578,Blood Platelet Disorders,
3579,Splenectomy,
3580,Secondary,
3581,Atelectasis,
3582,Early Stage Breast Carcinoma,
3583,Off-Label Use,
3584,Excessive Amount of Blood / Fluid Transfusion,
3585,Posterior Urethral Valves,
3586,FLT3-ITD Mutation,
3587,Colon Lesion,
3588,Pompe Disease Infantile-Onset,
3589,Hyponatremia With Extracellular Fluid Depletion,
3590,Metastatic Well Differentiated Neuroendocrine Neoplasm,
3591,Type A Aortic Dissection,
3592,Knee Arthropathy,
3593,Joint Hypermobility,
3594,Perioperative Complication,
3595,Non-small Cell Lung Cancer Stage I,
3596,Otorhinolaryngological surgery,
3597,Respiratory distress syndrome neonatal,
3598,Acute myeloid leukaemia,
3599,Open-Angle Glaucoma,
3600,Chronic Kidney Failure,
3601,Primary Mediastinal B-Cell Lymphoma,
3602,Periprocedural Myocardial Necrosis,
3603,Patients With Intransit Stage III/IV Melanoma,
3604,Bronchopneumonia,
3605,Pneumoperitoneum,
3606,Bone Diseases,
3607,Surgical Flaps,
3608,Popliteal Sciatic Nerve Block,
3609,Suicidal Ideation,
3610,Cardiac Ischemia,
3611,Pediatric ALL,
3612,Pancreatic neoplasms malignant excl islet cell and carcinoid,
3613,Cancer cachexia,
3614,Single or multiple teeth missing in both jaws,
3615,Perioperative/Postoperative Complications,
3616,Hernia,
3617,COPD Exacerbation,
3618,Refractory or Recurrent Ascites,
3619,Iron Overload Due to Repeated Red Blood Cell Transfusions,
3620,Small-for-gestational Age,
3621,Hypoxic-Ischemic Encephalopathy,
3622,With Decompensation,
3623,Central Venous Catheter Thrombosis,
3624,COVID-19 Patients,
3625,"Complication,Postoperative",
3626,OTC Deficiency,
3627,SARS-CoV-2 Vaccination,
3628,Sickle Cell Disorders,
3629,Breast neoplasm,
3630,Complications of bone marrow transplant,
3631,Thrombocytopenias,
3632,Patent ductus arteriosus in very low birth weight neonates,
3633,Lymphomas and chronic lymphoproliferative syndromes,
3634,"Leukemia, Lymphoblastic, Acute",
3635,Idiopathic Parkinson's Disease,
3636,Chronic Pain,
3637,Turner Syndrome,
3638,Post Operative Pain,
3639,Hepatic Carcinoma,
3640,"Newborn, Premature",
3641,Ureteral Calculi,
3642,Superior Mesenteric Artery Syndrome,
3643,Unconscious (Psychology),
3644,Hip Necrosis,
3645,Iron-deficiency,
3646,Semi-intensive Care Unit,
3647,ROS Gene Translocation,
3648,Skin Toxicity,
3649,Pelvic Ring Fracture,
3650,"Patients With Radiological, Clinical and Anamnestic Picture Compatible With a New Diagnosis of Glioblastoma",
3651,Molar Incisor Hypomineralization,
3652,Malignant melanoma stage III,
3653,Acute kidney infection,
3654,Chronic allograft nephropathy in renal transplant recipients,
3655,Oxygenation,
3656,ARDS: Acute Respiratory Distress Syndrome,
3657,Postoperative Pulmonary Complications,
3658,"Entrapment Neuropathy, Carpal Tunnel",
3659,RDS of Prematurity,
3660,Vertigo,
3661,Abdominal Infection,
3662,Non-small Cell Lung Cancer Recurrent,
3663,Procedural Sedation,
3664,Pancreatitis,
3665,Hypospadias,
3666,Vagina Disease,
3667,Hyperhomocysteinaemia,
3668,Cystitis interstitial,
3669,Other motor neuron disease,
3670,Kidney transplant recipients,
3671,"Paroxysmal Hemoglobinuria, Nocturnal",
3672,Cerebroside Lipidosis Syndrome,
3673,Vitiligo,
3674,Post-operative Residual Curarization,
3675,"Osteoporosis, Steroid Induced",
3676,Lymph Node Metastasis,
3677,Barrett's Esophagus,
3678,Respiratory Insufficiency in Children,
3679,Knee Discomfort,
3680,Vertebral Metastasis,
3681,Colon Cancer Stage I,
3682,Hodgkins lymphoma,
3683,Endocrine ophthalmopathy,
3684,Palliative care (advanced stage cancer patients),
3685,Peripheral Vascular Diseases,
3686,Non Muscle Invasive Bladder Cancer,
3687,Wound Cleansing,
3688,Limb Girdle Muscular Dystrophy,
3689,Spine Osteoarthritis,
3690,"Defibrillators, Implantable",
3691,Hematologic Neoplasms,
3692,Skin Wound,
3693,Radius Fracture Distal,
3694,Heparin-induced Thrombocytopenia,
3695,Deleterious BRCA2 Gene Mutation,
3696,Breast Surgery,
3697,BRAF V600E Mutation Positive,
3698,ATIC-ALK Fusion Protein Expression,
3699,BCR-FGFR1 Fusion Protein Expression,
3700,Brain Cancer,
3701,Surgical Wound,
3702,Stroke/Brain Attack,
3703,Oxygen Therapy,
3704,Liver Disorder,
3705,Lung operation,
3706,Diabetes mellitus non-insulin-dependent,
3707,Soft tissue sarcoma,
3708,Small Intestine Cancer,
3709,Community-acquired Pneumonia,
3710,Thrombus,
3711,Surgical Complications From General Anesthesia,
3712,Bone Atrophy,
3713,Unresectable Stage III Melanoma,
3714,Hand Osteoarthritis,
3715,Hyponatremia,
3716,Stage IV,
3717,Heart Failure With Preserved Ejection Fraction,
3718,Monocompartimental Tibiofemoral Osteoarthritis,
3719,Thromboembolic Stroke,
3720,Cardiac Arrest With Successful Resuscitation,
3721,Health-Related Behavior,
3722,Candidates for Hereditary Pancreatic Cancer Testing,
3723,Varus,
3724,"Depression, Postpartum",
3725,Collagen Diseases,
3726,PFO - Patent Foramen Ovale,
3727,Symptomatic Proximal Deep Vein Thrombosis,
3728,LFTs,
3729,Metastases,
3730,Graft Rejection,
3731,Coronary Heart Disease,
3732,Shoulder,
3733,Hypoxic Brain Injury,
3734,Spinal Stenosis,
3735,Attention-Deficit/Hyperactivity Disorder,
3736,Suspected Upper Extremity Deep Vein Thrombosis,
3737,Wolman Disease,
3738,Severe Hemophilia A With Inhibitor,
3739,Postoperative Cardiac Complication,
3740,Renal Hypoperfusion,
3741,Post-operative Thoracic Air Leak,
3742,Carbapenem Resistant Bacteria Infection,
3743,Interstitial Lung Diseases,
3744,Relapsed/Refractory B Cell Malignancies,
3745,Triple-Negative Breast Neoplasms,
3746,B-Cell Lymphoma,
3747,Congenital Coronary Artery Abnormality,
3748,HPV Infection,
3749,Left Atrial Appendage Occlusion,
3750,Gluten Sensitivity,
3751,Peripheral Neuropathy,
3752,Contrast Enhancement in Magnetic Resonance Imaging,
3753,"Mastectomy, Segmental",
3754,Soft tissue sarcomas,
3755,Polycystic ovaries,
3756,Blighted ovum,
3757,Prostatic neoplasms malignant,
3758,Chronic Idiopathic Hypereosinophilia,
3759,Coronary Atherosclerotic Disease,
3760,Coronary Stenosis,
3761,D-dimer,
3762,Kidney Calculi,
3763,Cholesterol Ester Storage Disease(CESD),
3764,Cardiac Output Measurement,
3765,Back Pain,
3766,Penile Neoplasms,
3767,Stage III-IV or Recurrent Endometrial Cancer,
3768,Microsurgical Free Flaps,
3769,Resolution of Neuromuscular Blockade,
3770,Hip Fracture,
3771,Cataract in Old Age,
3772,Superficial Femoral Artery Stenosis,
3773,Periodontal Pocket,
3774,Catheter Related Complication,
3775,TONSILLECTOMY,
3776,Proliferative Diabetic Retinopathy,
3777,"Cardiac Remodeling, Ventricular",
3778,Hip Injuries and Disorders,
3779,Metastatic colorectal cancer,
3780,Adenocarcinoma of the cardia,
3781,Lung carcinoma,
3782,Diabetes mellitus type one,
3783,Marginal Zone B-cell Lymphoma,
3784,Antiviral Agents,
3785,Sjogren's Disease,
3786,"Hernia, Abdominal",
3787,"Urea Cycle Disorders, Inborn",
3788,Periodontitis,
3789,Chronic Kidney Diseases,
3790,"Skin Diseases, Bacterial",
3791,Conditional Revision of the Articular Surface,
3792,Flat Foot,
3793,Chronic Symptomatic Functional Tricuspid Regurgitation,
3794,Anesthesia Morbidity,
3795,Common Variable Immunodeficiency,
3796,Parosteal Osteosarcoma,
3797,Preoxygenation,
3798,Ewing Sarcoma of Bone,
3799,Methylmalonic Acidemia,
3800,Thoracic Aorta Abnormality,
3801,Female,
3802,Endometriosis Thoracic,
3803,Intrauterine Infection,
3804,Fetus Disorder,
3805,"Noxious Influence, Affecting Fetus",
3806,"Depression, Anxiety",
3807,Rendu-Osler-Weber syndrome,
3808,Bacterial infection due to helicobacter pylori H. pylori,
3809,Glioblastoma multiforme,
3810,Lung Disease,
3811,Infected Surgical Wound,
3812,Gingival Recession,
3813,Hyposalivation,
3814,Abdominal Wall Hernia,
3815,Porocarcinoma,
3816,Migraine Headache,
3817,Peripheral Artery Occlusive Disease,
3818,Micrometastasis,
3819,Fatty Acid Oxidation Disorder,
3820,Quadriplegic Cerebral Palsy,
3821,Hemophilic Arthropathy,
3822,Dysplasia,
3823,Female Genital Mutilation Type III Status,
3824,Peritendinitis,
3825,Renal cancer metastatic,
3826,Resistent choroidal neovascularizationWet aged macular degeneration,
3827,Complicated Parapneumonic Effusion,
3828,Aging,
3829,Migraine With Aura,
3830,Indolent Non-follicular,
3831,Inherited Platelet Disorder,
3832,Vasomotor Symptoms,
3833,Pregnancy Complications,
3834,Repeated Implantation Failure,
3835,Uterine Scar Defects,
3836,Disorder of Consciousness,
3837,Subtalar Arthrorisis,
3838,MGMT-Methylated Glioblastoma,
3839,Secondary malignant neoplasm of retroperitoneum and peritoneum,
3840,Chronic stroke,
3841,Sexuality and Reproductive Issues,
3842,Genital Warts,
3843,Interferon Treatment,
3844,IGF1 Deficiency,
3845,Coronary Occlusive Diseases,
3846,Cardiorenal Syndrome,
3847,Ovarian Epithelial Cancer Recurrent,
3848,Intubation,
3849,Diabetic Retinopathy,
3850,Persistent/Chronic Low Back Pain,
3851,Acute Heart Failure,
3852,Treatment-Naive B Cell Malignancies,
3853,Placental Insufficiency,
3854,Encephalitis,
3855,Chronic Graft-Versus-Host Disease,
3856,Osteoblastoma,
3857,"Gait, Hemiplegic",
3858,Hip Prosthesis Infection,
3859,Sodium Picosulfate Overdose,
3860,Meibomian Gland Dysfunction,
3861,Genu Varum,
3862,Aceruloplasminemia,
3863,Blindness,
3864,Hepatitis B,
3865,Chronic lymphatic leukaemia,
3866,Haemophilia A Factor VIII,
3867,Leukemia acute,
3868,Antimicrobial resistance,
3869,Solid tumors,
3870,Lympho-proliferative Diseases,
3871,Stage IIIB or IV,
3872,Disruption or Dehiscence of Closure of Skull or Craniotomy,
3873,Allergic Rhinitis,
3874,Gastroesophageal Reflux,
3875,Fallopian Tube Carcinoma,
3876,"Leukemia, Myelomonocytic, Juvenile",
3877,Tourette Disorder,
3878,Respiratory Alkalosis,
3879,Transthyretin Amyloidosis Cardiomyopathy (ATTR-CM),
3880,Thoracic Aorta,
3881,"Stress, Physiological",
3882,FGFR2 Fusions,
3883,Immunity Disorders,
3884,HDV,
3885,Rectal cancer metastatic,
3886,Myocardial infarction,
3887,"Abortion, Fetus",
3888,Sensation of Inadequate Defecation,
3889,Bronchospasm,
3890,Primary Total Knee Replacement,
3891,Stents,
3892,Osteoarthritis of Multiple Joints of Ankle or Foot,
3893,Benign Prostatic Hypertrophy With Outflow Obstruction,
3894,Mitral Insufficiency,
3895,Fluid Overload,
3896,Hip Pain Chronic,
3897,Acute Aortic Syndrome,
3898,Pregnancy Related,
3899,Peripheral Arterial Disease - PAD,
3900,PLA2G6-Associated Neurodegeneration (PLAN),
3901,Coxarthrosis,
3902,Ageing,
3903,"Pain, Cervical",
3904,Breast cancer metastatic,
3905,Anaesthesia,
3906,Ovarian cancer recurrent,
3907,Oat cell carcinoma,
3908,Sepsis-like syndrome (SLS) and acute respiratory infections (ARI) in children,
3909,Pandemic Influenza Disease,
3910,Friedreich's Ataxia,
3911,Hemiplegia,
3912,Coronary Stenting,
3913,Cryptogenic Haemoptysis,
3914,Squamous Non-small Cell Lung Cancer,
3915,Sport Injury,
3916,Intracardiac and Septal Defects,
3917,"Metastases, Lymphatic",
3918,Tolerance,
3919,PArs Plana Vitrectomy,
3920,Ulcer,
3921,Varicella Zoster Virus Infection,
3922,Oligometastatic Disease,
3923,Lung Transplant Infection,
3924,Very Preterm Maturity of Infant,
3925,Reduced Ejection Fraction,
3926,Adenocarcinoma of the cervix,
3927,Urothelial carcinoma bladder,
3928,Cow's milk allergy,
3929,Multiple Myeloma and Plasma Cell Neoplasm,
3930,Pearson Marrow-pancreas Syndrome,
3931,Colonoscopy,
3932,Kidney Failure Chronic,
3933,Anemia of Acute Inflammation,
3934,Skin Squamous Cell Cancer,
3935,Age Problem,
3936,Distal Pancreatectomy,
3937,Intraoperative Hypotension,
3938,Follow-up Care,
3939,Proximal Tibia Fractures,
3940,Sodium-GLucose coTransporter-2 Inhibitors,
3941,Ex-vivo Hypothermic Perfusion,
3942,Revascularization,
3943,Multiple myeloma,
3944,Cervix uteri cancer recurrent,
3945,UTI symptoms,
3946,Aldosteronism,
3947,Inadequate or Impaired Breathing Pattern or Ventilation,
3948,Ulcers,
3949,Spinal Hematoma,
3950,"Fractures, Bone",
3951,Diabetic Foot,
3952,Invasive Breast Cancer,
3953,Hallux Valgus,
3954,Noninvasive Ventlation,
3955,Ascites Hepatic,
3956,IBS,
3957,Degenerative Spinal Conditions,
3958,Laparoscopy,
3959,Juvenile arthritis,
3960,Medication Non-adherence,
3961,"Lymphoma, T-Cell, Peripheral",
3962,Low-dose Corticosteroids Pretreatment,
3963,Diabetic Foot Ulcers,
3964,Vocal Tone Disorder,
3965,Primary Ciliary Dyskinesia,
3966,Procedural Anxiety,
3967,Fertility Disorders,
3968,Diaphragm Issues,
3969,ITP,
3970,Lumbar Spine Instability,
3971,"Violence, Domestic",
3972,PDAC - Pancreatic Ductal Adenocarcinoma,
3973,Breast Neoplasm Malignant Female,
3974,Right Heart Failure,
3975,Glomerulonephritis and nephrotic syndrome,
3976,Breast carcinoma stage II,
3977,Endophthalmitis,
3978,Short Cervix,
3979,Gram Negative Bacteremia,
3980,Posttraumatic Stress Disorders,
3981,Histiocytoma,
3982,Acute Low Back Pain,
3983,Respiratory Complication,
3984,Acute Pancreatitis,
3985,Nutrition Assessment,
3986,Ollier Disease,
3987,Phantom Limb Pain,
3988,Neuroferritinopathy,
3989,Prenatal Screening,
3990,Cardiac Function,
3991,Talipes,
3992,Occult Tumor of the Head and Neck Area,
3993,The Treatment of Knee Osteoarthritis,
3994,Diffuse Large B Cell Lymphoma Refractory,
3995,Hemorrhoid Pain,
3996,"Pneumonia, organism unspecified",
3997,Pseudobulbar palsy,
3998,Gastrointestinal Stromal Tumor,
3999,Preterm Delivery,
4000,Emergence Delirium,
4001,Impaired Cognition,
4002,Poor Quality Sleep,
4003,Meniscus Lesion,
4004,Tuberculosis in Marrow Transplant Recipients,
4005,"AML, Adult",
4006,Non Union Fracture,
4007,"Stage IV, NSCLC",
4008,Intertrochanteric Fractures,
4009,MGMT-Unmethylated Glioblastoma,
4010,Endometriosis Rectovaginal Septum,
4011,Vitreous Disorder,
4012,Group B Streptococcus Carrier in Childbirth,
4013,Mental Health Impairment,
4014,Platelet Dysfunction,
4015,Aortic Valve Insufficiency,
4016,"Diabetes Mellitus, Type I",
4017,Ovarian epithelial cancer,
4018,Multiple sclerosis acute and progressive,
4019,Oxygen therapy,
4020,Implant-supported complete arch restorations of edentulous jaw,
4021,Intraocular Melanoma,
4022,Enlarged Prostate,
4023,Postoperative Pain,
4024,Askin's Tumor of the Chest Wall,
4025,Seasonal Influenza,
4026,"Gastrostomy, Methods",
4027,Anesthesiology Management,
4028,Interferon-gamma Release Tests,
4029,Myocardial Inflammation,
4030,Bowel Endometriosis,
4031,Mouth Dryness,
4032,Body Weight,
4033,Stomach Neoplasm,
4034,Migraine in Children,
4035,PAD - Peripheral Arterial Disease,
4036,Oligometastatic Hormone Sensitive Prostate Cancer,
4037,Genu Valgus,
4038,Chronic Idiopathic Neutropenia,
4039,Pediatric Respiratory Distress Syndrome,
4040,"Obesity, Pediatric",
4041,Adenocarcinoma pancreas,
4042,Diffuse Large Cell Lymphoma,
4043,IGA Nephropathy,
4044,Brain Metastases From Solid Tumors,
4045,Coronary Artery Bypass Graft Surgery,
4046,Secondary Malignant Neoplasm of Bone,
4047,"Complete Tear, Knee, Anterior Cruciate Ligament",
4048,Right Ventricular Dysfunction,
4049,Scleroderma Disease,
4050,Proprioceptive Disorders,
4051,Metabolic Acidosis,
4052,Post-traumatic Osteoarthritis,
4053,Connective Tissue Disease,
4054,Implantable Defibrillator User,
4055,Myopic Choroidal Neovascularisation,
4056,Urinary Obstruction,
4057,Venipuncture,
4058,Behcets disease,
4059,"Additional Medical Condition(s): Melanoma, lung, head and neck, urogenital, breast cancer and, in addition, other solid tumors characterized by the presence of microsatellite instability (MSI-high), treated with immunocheckpoint inhibitors (ICI) irrespective of treatment schedule. It is possible to include patients treated with Immunotherapy in a compassionate use setting.",
4060,Acute respiratory infections,
4061,"Angioplasty, Transluminal, Percutaneous Coronary",
4062,Metastatic Adult Soft Tissue Sarcoma,
4063,Hematologic Diseases,
4064,Biliopancreatic Diversion,
4065,Chronic Hepatitis,
4066,Post-operative Ileus,
4067,Pleuritis,
4068,Pediatric Gastroesophageal Reflux Disease,
4069,"Minimal Disease, Residual",
4070,EBV Related Carcinoma,
4071,Squamous Cell Anal Carcinoma,
4072,Idiopathic Nephrotic Syndrome,
4073,"Fasciitis, Plantar",
4074,Cartilage Disease,
4075,Scoliosis Idiopathic,
4076,Additional Medical Condition(s): Other RNDs might be included during the study,
4077,Moderate Risk for Cardiovascular Disease (CVD),
4078,Hypophosphatasia,
4079,Perianeurysmal Retroperitoneal Fibrosis,
