,Trial ID,Title,Altmetric Attention Score,Condition
2227,NCT05678257,"A Randomised, Open-label, Phase II, Dose/Schedule Optimisation Study of NUC-3373/Leucovorin/Irinotecan Plus Bevacizumab (NUFIRI-bev) Versus 5-FU/Leucovorin/Irinotecan Plus Bevacizumab (FOLFIRI-bev) for the Treatment of Patients With Previously Treated Unresectable Metastatic Colorectal Cancer",14.0,Colorectal Cancer
2228,NCT05678257,"A Randomised, Open-label, Phase II, Dose/Schedule Optimisation Study of NUC-3373/Leucovorin/Irinotecan Plus Bevacizumab (NUFIRI-bev) Versus 5-FU/Leucovorin/Irinotecan Plus Bevacizumab (FOLFIRI-bev) for the Treatment of Patients With Previously Treated Unresectable Metastatic Colorectal Cancer",14.0,Colorectal Neoplasms
2229,NCT05678257,"A Randomised, Open-label, Phase II, Dose/Schedule Optimisation Study of NUC-3373/Leucovorin/Irinotecan Plus Bevacizumab (NUFIRI-bev) Versus 5-FU/Leucovorin/Irinotecan Plus Bevacizumab (FOLFIRI-bev) for the Treatment of Patients With Previously Treated Unresectable Metastatic Colorectal Cancer",14.0,Colorectal Adenocarcinoma
2230,NCT05678257,"A Randomised, Open-label, Phase II, Dose/Schedule Optimisation Study of NUC-3373/Leucovorin/Irinotecan Plus Bevacizumab (NUFIRI-bev) Versus 5-FU/Leucovorin/Irinotecan Plus Bevacizumab (FOLFIRI-bev) for the Treatment of Patients With Previously Treated Unresectable Metastatic Colorectal Cancer",14.0,Colorectal Cancer Metastatic
2231,NCT05678257,"A Randomised, Open-label, Phase II, Dose/Schedule Optimisation Study of NUC-3373/Leucovorin/Irinotecan Plus Bevacizumab (NUFIRI-bev) Versus 5-FU/Leucovorin/Irinotecan Plus Bevacizumab (FOLFIRI-bev) for the Treatment of Patients With Previously Treated Unresectable Metastatic Colorectal Cancer",14.0,"Neoplasm, Colorectal"
2232,NCT01154140,"Phase 3, Randomized, Open-label Study Of The Efficacy And Safety Of Crizotinib Versus Pemetrexed/Cisplatin Or Pemetrexed/Carboplatin In Previously Untreated Patients With Non-squamous Carcinoma Of The Lung Harboring A Translocation Or Inversion Event Involving The Anaplastic Lymphoma Kinase (Alk) Gene Locus.",13.0,Non Squamous Lung Cancer
2233,NCT01208766,"A Randomized Phase III Study to Compare Bortezomib, Melphalan, Prednisone (VMP) With High Dose Melphalan Followed by Bortezomib, Lenalidomide, Dexamethasone (VRD) Consolidation and Lenalidomide Maintenance in Patients With Newly Diagnosed Multiple Myeloma",13.0,Multiple Myeloma
2234,NCT01433627,Phase IIIb Study Minimizing Adverse Haemmhorragic Events by TRansradial Access Site and Systemic Implementation of angioX (MATRIX),13.0,Acute Coronary Syndromes
2235,NCT01433627,Phase IIIb Study Minimizing Adverse Haemmhorragic Events by TRansradial Access Site and Systemic Implementation of angioX (MATRIX),13.0,STEMI
2236,NCT01433627,Phase IIIb Study Minimizing Adverse Haemmhorragic Events by TRansradial Access Site and Systemic Implementation of angioX (MATRIX),13.0,NSTEMI
2237,NCT01572038,"A Multicenter, Open-Label, Single-Arm Study of Pertuzumab in Combination With Trastuzumab and a Taxane in First Line Treatment of Patients With HER2-Positive Advanced (Metastatic or Locally Recurrent) Breast Cancer",13.0,Breast Neoplasms
2238,NCT01763164,"The NEMO Trial (NRAS Melanoma and MEK Inhibitor):A Randomized Phase III, Open Label, Multicenter, Two-arm Study Comparing the Efficacy of MEK162 Versus Dacarbazine in Patients With Advanced Unresectable or Metastatic NRAS Mutation-positive Melanoma",13.0,Metastatic or Unresectable Cutaneous Melanoma
2239,NCT01774786,"A Double-Blind, Placebo-Controlled, Randomized, Multicenter Phase III Study Evaluating the Efficacy and Safety of Pertuzumab in Combination With Trastuzumab and Chemotherapy in Patients With HER2-Positive Metastatic Gastroesophageal Junction and Gastric Cancer",13.0,Gastric Cancer
2240,NCT02077868,Evaluation of an Immunomodulatory Maintenance Treatment in Patients With Metastatic Colorectal Cancer With Tumor Reduction During Induction Treatment,13.0,Metastatic Colorectal Cancer
2241,NCT02174276,"A Phase 2, Randomized, Open-Label Study to Evaluate the Safety and Efficacy of GS-4774 in Combination With Tenofovir Disoproxil Fumarate (TDF) for the Treatment of Subjects With Chronic Hepatitis B and Who Are Currently Not on Treatment",13.0,Chronic Hepatitis B
2242,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Breast Adenocarcinoma
2243,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Estrogen Receptor Negative
2244,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,HER2/Neu Negative
2245,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Progesterone Receptor Negative
2246,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Stage IB Breast Cancer
2247,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Stage IIA Breast Cancer
2248,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Stage IIB Breast Cancer
2249,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Stage IIIA Breast Cancer
2250,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Stage IIIC Breast Cancer
2251,NCT02488967,A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin Plus Cyclophosphamide Followed by Weekly Paclitaxel With or Without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer,13.0,Triple-Negative Breast Carcinoma
2252,NCT02550873,A Phase 2 Trial to Evaluate the Efficacy of PRM-151 in Subjects With Idiopathic Pulmonary Fibrosis (IPF),13.0,Idiopathic Pulmonary Fibrosis
2253,NCT02626455,"A Phase III, Randomized, Double-blind, Controlled Multicenter Study of Intravenous PI3K Inhibitor Copanlisib in Combination With Standard Immunochemotherapy Versus Standard Immunochemotherapy in Patients With Relapsed Indolent Non-Hodgkin's Lymphoma (iNHL)",13.0,"Lymphoma, Non-Hodgkin"
2254,NCT03085134,Clinical Safety & Efficacy of a New Infant Formula With Specific Medical Purpose (FSMP) Containing 2 Human Milk Oligosaccharides (HMOs),13.0,Cow's Milk Protein Allergy
2255,NCT03278665,"An Open-label Phase Ib/II, Multi-center Study of 4SC-202 in Combination With Pembrolizumab in Patients With Unresectable Stage III/Metastatic Stage IV Cutaneous Melanoma Primary Refractory/Non-responding to Prior Anti-PD-1 Therapy",13.0,Malignant Melanoma
2256,NCT03359538,Rapamycin (Sirolimus) Treatment for Amyotrophic Lateral Sclerosis,13.0,Amyotrophic Lateral Sclerosis
2257,NCT03371719,"A Phase II, Double-Blinded, Placebo Controlled Randomized Trial of Salvage Radiotherapy With or Without Enhanced Anti-androgen Therapy With Apalutamide in Recurrent Prostate Cancer",13.0,PSA Progression
2258,NCT03371719,"A Phase II, Double-Blinded, Placebo Controlled Randomized Trial of Salvage Radiotherapy With or Without Enhanced Anti-androgen Therapy With Apalutamide in Recurrent Prostate Cancer",13.0,Stage III Prostate Adenocarcinoma
2259,NCT03371719,"A Phase II, Double-Blinded, Placebo Controlled Randomized Trial of Salvage Radiotherapy With or Without Enhanced Anti-androgen Therapy With Apalutamide in Recurrent Prostate Cancer",13.0,Stage IV Prostate Adenocarcinoma
2260,NCT03539536,"Phase 2, Open-Label Safety and Efficacy Study of Telisotuzumab Vedotin (ABBV-399) in Subjects With Previously Treated c-Met+ Non-Small Cell Lung Cancer",13.0,Non-small Cell Lung Cancer
2261,NCT03790865,"A Phase 2b/3 Study to Evaluate the Safety, Tolerability, and Effects of Livoletide (AZP-531), an Unacylated Ghrelin Analogue, on Food-related Behaviors in Patients With Prader-Willi Syndrome",13.0,Prader-Willi Syndrome
2262,NCT03790865,"A Phase 2b/3 Study to Evaluate the Safety, Tolerability, and Effects of Livoletide (AZP-531), an Unacylated Ghrelin Analogue, on Food-related Behaviors in Patients With Prader-Willi Syndrome",13.0,Hyperphagia
2263,NCT03796962,"A Randomized, Double-blind, Placebo-controlled, Multicenter Study to Evaluate the Safety, Tolerability and Efficacy of XEN1101 as Adjunctive Therapy in Focal-onset Epilepsy, With an Open-label Extension",13.0,Focal Epilepsy
2264,NCT03822117,"A Phase 2, Open-Label, Single-Arm, Multicenter Study to Evaluate the Efficacy and Safety of Pemigatinib in Participants With Previously Treated Locally Advanced/Metastatic or Surgically Unresectable Solid Tumor Malignancies Harboring Activating FGFR Mutations or Translocations (FIGHT-207)",13.0,Solid Tumor Malignancy
2265,NCT03864328,"Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Efficacy and Safety Study With Inhaled RVT-1601 for the Treatment of Persistent Cough in Patients With Idiopathic Pulmonary Fibrosis (IPF): SCENIC Trial",13.0,Persistent Cough in IPF
2266,NCT03864328,"Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Efficacy and Safety Study With Inhaled RVT-1601 for the Treatment of Persistent Cough in Patients With Idiopathic Pulmonary Fibrosis (IPF): SCENIC Trial",13.0,Chronic Cough
2267,NCT03864328,"Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Efficacy and Safety Study With Inhaled RVT-1601 for the Treatment of Persistent Cough in Patients With Idiopathic Pulmonary Fibrosis (IPF): SCENIC Trial",13.0,IPF
2268,NCT04552899,"A Phase III Randomized, Double-blind, Placebo Controlled Trial to Evaluate the Efficacy and Safety of PRM-151 in Patients With Idiopathic Pulmonary Fibrosis",13.0,Idiopathic Pulmonary Fibrosis
2269,NCT04603807,"Randomized, Open Label, Multicenter, Phase III Study of Entrectinib Versus Crizotinib in Patients With Locally-Advanced or Metastatic Non-Small Cell Lung Cancer Harboring ROS1 Gene Rearrangements With and Without Central Nervous System Metastases",13.0,"Carcinoma, Non-Small-Cell Lung"
2270,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Epilepsy
2271,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Epilepsy in Children
2272,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Epilepsy
2273,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Seizure
2274,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Disease
2275,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Brain Diseases
2276,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Central Nervous System Diseases
2277,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Nervous System Diseases
2278,NCT04639310,A Phase 3 Study of Adjunctive XEN496 in Pediatric Subjects With KCNQ2 Developmental and Epileptic Encephalopathy,13.0,Epileptic Syndromes
2279,NCT04729608,"A Phase 3, Randomized, Double-Blind, Placebo/Paclitaxel-Controlled Study of Batiraxcept (AVB-S6-500) in Combination With Paclitaxel in Patients With Platinum-Resistant Recurrent Ovarian Cancer (AXLerate-OC)",13.0,Platinum-resistant Ovarian Cancer
2280,NCT04770779,"A Phase 3, Double-Blind, Randomized, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Mitapivat in Subjects With Transfusion-Dependent Alpha- or Beta-Thalassemia (ENERGIZE-T)",13.0,Transfusion-dependent Alpha-Thalassemia
2281,NCT04770779,"A Phase 3, Double-Blind, Randomized, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Mitapivat in Subjects With Transfusion-Dependent Alpha- or Beta-Thalassemia (ENERGIZE-T)",13.0,Transfusion-dependent Beta-Thalassemia
2282,NCT04789174,"Solriamfetol's Effect on Cognitive Health in Apnea Participants During a Randomized Placebo-controlled Study (SHARP): a 5-Week Double-blind, Placebo-controlled, Randomized, Crossover, Multicenter Study of Solriamfetol in Improving Cognitive Function in Participants With Excessive Daytime Sleepiness Associated With Obstructive Sleep Apnea Plus Impaired Cognitive Function",13.0,Excessive Daytime Sleepiness
2283,NCT04789174,"Solriamfetol's Effect on Cognitive Health in Apnea Participants During a Randomized Placebo-controlled Study (SHARP): a 5-Week Double-blind, Placebo-controlled, Randomized, Crossover, Multicenter Study of Solriamfetol in Improving Cognitive Function in Participants With Excessive Daytime Sleepiness Associated With Obstructive Sleep Apnea Plus Impaired Cognitive Function",13.0,Obstructive Sleep Apnea
2284,NCT04789174,"Solriamfetol's Effect on Cognitive Health in Apnea Participants During a Randomized Placebo-controlled Study (SHARP): a 5-Week Double-blind, Placebo-controlled, Randomized, Crossover, Multicenter Study of Solriamfetol in Improving Cognitive Function in Participants With Excessive Daytime Sleepiness Associated With Obstructive Sleep Apnea Plus Impaired Cognitive Function",13.0,Impaired Cognitive Function
2285,NCT04950075,"A Randomized, Blinded, Placebo-controlled, Phase 2 Study of INBRX-109 in Unresectable or Metastatic Conventional Chondrosarcoma",13.0,Conventional Chondrosarcoma
2286,NCT05323734,"A Phase 3, Double-blind, Randomized, Placebo-controlled Trial of Adjunctive Ganaxolone (GNX) Treatment in Children and Adults With Tuberous Sclerosis Complex (TSC)-Related Epilepsy (TrustTSC)",13.0,Tuberous Sclerosis Complex
2287,NCT05338970,"A Phase 3, Randomized, Open-label Study of Patritumab Deruxtecan Versus Platinum-based Chemotherapy in Metastatic or Locally Advanced Epidermal Growth Factor Receptor-mutated (EGFRm) Non-small Cell Lung Cancer (NSCLC) After Failure of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitor (TKI) Therapy (HERTHENA-Lung02)",13.0,Nonsquamous Non-small Cell Lung Cancer
2288,NCT05338970,"A Phase 3, Randomized, Open-label Study of Patritumab Deruxtecan Versus Platinum-based Chemotherapy in Metastatic or Locally Advanced Epidermal Growth Factor Receptor-mutated (EGFRm) Non-small Cell Lung Cancer (NSCLC) After Failure of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitor (TKI) Therapy (HERTHENA-Lung02)",13.0,EGFR L858R
2289,NCT05338970,"A Phase 3, Randomized, Open-label Study of Patritumab Deruxtecan Versus Platinum-based Chemotherapy in Metastatic or Locally Advanced Epidermal Growth Factor Receptor-mutated (EGFRm) Non-small Cell Lung Cancer (NSCLC) After Failure of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitor (TKI) Therapy (HERTHENA-Lung02)",13.0,EGFR Exon 19 Deletion
2290,NCT00413218,"A Phase III, Double-blind, Randomized Study to Evaluate the Safety and Efficacy of BAL8557 Versus a Caspofungin Followed by Voriconazole Regimen in the Treatment of Candidemia and Other Invasive Candida Infections",12.0,"Candidiasis, Invasive"
2291,NCT00413218,"A Phase III, Double-blind, Randomized Study to Evaluate the Safety and Efficacy of BAL8557 Versus a Caspofungin Followed by Voriconazole Regimen in the Treatment of Candidemia and Other Invasive Candida Infections",12.0,Candidemia
2292,NCT00413218,"A Phase III, Double-blind, Randomized Study to Evaluate the Safety and Efficacy of BAL8557 Versus a Caspofungin Followed by Voriconazole Regimen in the Treatment of Candidemia and Other Invasive Candida Infections",12.0,Mycoses
2293,NCT00433420,"A Phase III Randomized Study of EC Followed by Paclitaxel Versus FEC Followed by Paclitaxel, All Given Either Every 3 Weeks or 2 Weeks Supported by Pegfilgrastim, for Node Positive Breast Cancer Patients",12.0,Breast Cancer
