,AHC,Sponsors/Collaborators,Number of Collaborations
6117,Federico II,TLC Diabetes and Endocrinology,1
6118,Federico II,My Endo Diabetes & Endo Cent,1
6119,Federico II,Centrum Medyczne Medyk Sp. z o.o.,1
6120,Federico II,Presio Ospedaliero di Alta Specializzazione 'G. Salesi' - Azienda Ospedaliera Universitaria - Ospedali Riuniti 'Umberto I - G.M. Lancisi - G. Salesi',1
6121,Federico II,Hôpital Albert Michallon,1
6122,Federico II,"Henry A. Rodriguez Ginorio, MD /ID# 113448",1
6123,Federico II,"Redwood Regional Medical Group, INC",1
6124,Federico II,Mid Essex Hospital Services NHS Trust,1
6125,Federico II,CIC,1
6126,Federico II,Praxis Dr. Scholz,1
6127,Federico II,Royal Hospital for Children,1
6128,Federico II,8401011 - Cardiology Partners Research Institute,1
6129,Federico II,3480018 - Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintéz,1
6130,Federico II,Juva Skin and Laser Center /ID# 200997,1
6131,Federico II,Ordensklinikum Linz GmbH Elisabethinen /ID# 209567,1
6132,Federico II,Logan Health Research /ID# 213707,1
6133,Federico II,Duplicate_UZ Ghent /ID# 210036,1
6134,Federico II,Dr. Latha Naik /ID# 212188,1
6135,Federico II,Capitol Institute of Pediatrics Children'S Hospital,1
6136,Federico II,Maebashi Red Cross Hospital,1
6137,Federico II,Prairie Education and Research Cooperative,1
6138,Federico II,Private Practice - Dr. Pauline Boulos,1
6139,Federico II,Wolfson Centre Royal United Hospitals,1
6140,Federico II,CNS - campus neurológico Torres Vedras,1
6141,Federico II,Suzhou Municipal Hospital,1
6142,Federico II,Praxis Alexander von Keitz,1
6143,Federico II,"Bank, Schwerin, DE /ID# 125215",1
6144,Federico II,Hospital Álvaro Cunqueiro,1
6145,Federico II,8401165 - Ascension Macomb-Oakland Hospital Warren Campus,1
6146,Federico II,Hospital El Cruce,1
6147,Federico II,ACCEL Research Sites /ID# 213364,1
6148,Federico II,Clear Dermatology & Aesthetics Center /ID# 201257,1
6149,Federico II,UCL- Saint Luc,1
6150,Federico II,PanAmerican Clinical Research Mexico S.A. de C.V.,1
6151,Federico II,S.C. Centrul Medical Medicum SRL,1
6152,Federico II,Imamura General Hospital,1
6153,Federico II,DSM Dipartimento Salute Mentale,1
6154,Federico II,Hospital Regional do Cancer - Hospital de Esperança,1
6155,Federico II,Bioclinic - Thessaloniki,1
6156,Federico II,Centro Regional Integrado de Oncologia,1
6157,Federico II,Investigational Site Number : 3800005,1
6158,Federico II,University of Colorado Denver,1
6159,Federico II,Krankenhaus der Barmherzigen Brüder Trier,1
6160,Federico II,University of Hull,1
6161,Federico II,National University of Singapore,1
6162,Federico II,Temple Street Children's University Hospital,1
6163,Federico II,LLC Vivamedi,1
6164,Federico II,São Germano Oncologia,1
6165,Federico II,"Mentrials, SA de CV",1
6166,Federico II,3920130 - Eiyukai Ayase Heart Hospital,1
6167,Federico II,"Arizona Arthritis & Rheumatology Research, PLLC /ID# 209875",1
6168,Federico II,Research Solutions of Arizona,1
6169,Federico II,"MGG Group, Inc.., Co., Chevy Chase Clinical Research",1
6170,Federico II,Shanghai Sixth People's Hospital,1
6171,Federico II,Royal Hospital for Sick Children,1
6172,Federico II,Clinical Hospital 'Sestre Milosrdnice',1
6173,Federico II,Grande Ospedale Metropolitano 'Bianchi-Melacrino-Morelli' Reggio Calabria,1
6174,Federico II,Stichting Apotheek der Haarlemse Ziekenhuizen,1
6175,Federico II,The Cotton-O'Neil Diabetes and Endocrinology Center,1
6176,Federico II,Flor Ferenc Hospital of Pest County,1
6177,Federico II,Policlinico Agostino Gemelli,1
6178,Federico II,Liuzhou General Hospital,1
6179,Federico II,UMHAT Sveti Ivan Rilski /ID# 244615,1
6180,Federico II,Pesquisare Saude,1
6181,Federico II,Austral University,1
6182,Federico II,Dr. Dennis B. Kay (Ophthalmologist),1
6183,Federico II,Comprehensive Cardiovascular Care,1
6184,Federico II,Methodist Physicians Clinic,1
6185,Federico II,Presidio Ospedaliero 'Renzetti',1
6186,Federico II,Mannheimer Onkologie Praxis,1
6187,Federico II,Assaf Harofeh,1
6188,Federico II,CEDIC-Centro de Investigaciones Clinicas,1
6189,Federico II,8400574 - Aurora Denver Cardiology Associates,1
6190,Federico II,Kelowna General Hospital,1
6191,Federico II,3480025 - Dombovari Szent Lukacs Egeszsegugyi Kft,1
6192,Federico II,CHU Tours - Hôpital Trousseau,1
6193,Federico II,PI 'Poltava Regional Clinical Hospital n.a. M.V.Sklifosovsky' /ID# 207872,1
6194,Federico II,St Francis Cancer Center /ID# 216115,1
6195,Federico II,Kirov Research Institute of Hematology and Blood Transfusion FMBA,1
6196,Federico II,American Health Research Inc.,1
6197,Federico II,Pellegrin,1
6198,Federico II,Neuropoint s.r.o,1
6199,Federico II,OMI,1
6200,Federico II,Fujian Provincial Cancer Hospital,1
6201,Federico II,Manchester MND care centre,1
6202,Federico II,Clinica Imabanco SAS,1
6203,Federico II,MEDI-DIA s.r.o.,1
6204,Federico II,"LandesKrankenHaus Tulln, Kinderabteilung",1
6205,Federico II,IRCCS Fondazione Pascale,1
6206,Federico II,LTD Research Institute of Clinical Medicine,1
6207,Federico II,Craiova County Emergency Clinical Hospital,1
6208,Federico II,PIGEAS s.r.o.,1
6209,Federico II,University Multiprofile Hospital for Active Treatment 'Dr. G. Stranski' EAD,1
6210,Federico II,Ryazan Regional Clinical Hospital,1
6211,Federico II,8400888 - Saint Jude Heritage Healthcare,1
6212,Federico II,0760053 - Fundação Bahiana de Cardiologia,1
6213,Federico II,8040017 - National Institute of Therapy named after L.T. Malaya NAMS o,1
6214,Federico II,Melbourne Gastrointestinal Investigation Unit (MGIU),1
6215,Federico II,Takasaki General Medical Center,1
6216,Federico II,Michigan Center for Skin Care Research,1
6217,Federico II,GCM Medical Group PSC - Hato Rey /ID# 202003,1
6218,Federico II,University of Pavia,1
6219,Federico II,"American Oncology Partners of Maryland, PA /ID# 222836",1
6220,Federico II,ASST Sette Laghi,1
6221,Federico II,Instituto de Investigaciones Aplicada a la Neurociencia A.C.,1
6222,Federico II,Center of Excellence in Diabetes & Endocrinology (CEDE),1
6223,Federico II,Global Life Research Network,1
6224,Federico II,Baylor Scott & White Round Rock,1
6225,Federico II,"BTC of New Bedford, LLC",1
6226,Federico II,Velocity Clin Res Gulfport,1
6227,Federico II,DIADA s.r.o.,1
6228,Federico II,Children's & Women's Health Centre of British Columbia,1
6229,Federico II,Gemeinschaftspraxis Dres Effert und Benedic,1
6230,Federico II,Presidio Ospedaliero di Lamezia Terme,1
6231,Federico II,"Ctr Digest, Allergic & Imm Dis /ID# 125502",1
6232,Federico II,"Atlantic Gastroenterology, PA /ID# 135536",1
6233,Federico II,Iatriko Kentro Athinon /ID# 98762,1
6234,Federico II,Morales Vargas Centro de Investigacion S.C. /ID# 131390,1
6235,Federico II,Biont (Slovakia),1
6236,Federico II,Samodzielny Publiczny Szpital Kliniczny nr 5,1
6237,Federico II,Azienda Ospedaliera Mater Domini,1
6238,Federico II,1700018 - Caja de Compensacion Familiar de Caldas,1
6239,Federico II,2500078 - Centre Hospitalier Louis Pasteur,1
6240,Federico II,4840004 - Hospital Cardiológica Aguascal,1
6241,Federico II,AOU San Giovannidi Dio e Ruggi - ematologia,1
6242,Federico II,Fakultna nemocnica s poliklinikou J.A. Reimana Presov /ID# 204373,1
6243,Federico II,Valerius Medical Group & Research Center /ID# 207428,1
6244,Federico II,Research Institute of Rheumatology named after V.A.Nasonova,1
6245,Federico II,Sydney Children’s Hospitals Network,1
6246,Federico II,Ohio Gastroenterology Group Inc.,1
6247,Federico II,Synexus Gyula,1
6248,Federico II,LLC ?Medsanchast No 14?,1
6249,Federico II,Hautarztzentrum Tegel /ID# 214849,1
6250,Federico II,Provita 001,1
6251,Federico II,HUA - Txagorritxu,1
6252,Federico II,Azienda Ospedaliero-Universitaria di Ferrara,1
6253,Federico II,"Remedium, sro",1
6254,Federico II,"Azienda Ospedaliero Universitaria Policlinico G Rodolico San Marco Di Catania, UOC Ematologia",1
6255,Federico II,Diagnostic Consulting Center Ascendent,1
6256,Federico II,Primary Children's Hospital,1
6257,Federico II,Klinikum Lippe,1
6258,Federico II,Praxis fur Urologie,1
6259,Federico II,Rijnstate /ID# 127397,1
6260,Federico II,Akademickie Centrum Kliniczne - Szpital Akademii Medycznej W Gdansku,1
6261,Federico II,North Bend Medical Center,1
6262,Federico II,Vasutegeszsegugyi Kft. - Debreceni Egeszsegugyi Kozpont,1
6263,Federico II,Sheppard Pratt Health System,1
6264,Federico II,3760035 - The Baruch Padeh Medical Center,1
6265,Federico II,Institute of Digestive and Liver Diseases,1
6266,Federico II,Spitalul Clinic de Recuperare Iasi /ID# 207371,1
6267,Federico II,"Mediendo, s.r.o.",1
6268,Federico II,Scientific research center ECO-security,1
6269,Federico II,Psoriahue Med Interdisciplinar /ID# 217182,1
6270,Federico II,Dres. Jacobs & Kollegen /ID# 213652,1
6271,Federico II,Christiana Care Endocrinology Specialists,1
6272,Federico II,Cemaic - Centro Privado de Especialidades Medicas Ambulatorias e Investigacion Clinica,1
6273,Federico II,Zgierskie Centrum Kardiologii Med-Pro Polsko-Amerykańskich Klinik Serca,1
6274,Federico II,Endokrinologkliniken,1
6275,Federico II,"Wojewódzki Szpital Specjalistyczny, Oddział Dziecięcy",1
6276,Federico II,Ospedaliera Pugliese Ciaccio - Presidio Ospedaliero A.Pugliese - Unità Operativa di Ematologia,1
6277,Federico II,Centre Hospitalier Laennec,1
6278,Federico II,CTMO - Ematologia - Ospedale 'Binaghi',1
6279,Federico II,"Wisconsin Center for Advanced Research, a division of GI Associates, LLC /ID# 103616",1
6280,Federico II,Hunter New England Local Health District,1
6281,Federico II,Duplicate_A.O. Circolo e Fondazione Macc /ID# 141394,1
6282,Federico II,Service de PneumologieCHU Lyon Sud,1
6283,Federico II,Weston Park Cancer Centre,1
6284,Federico II,Northern Arizona Healthcare,1
6285,Federico II,P.O. 'Sant'Antonio',1
6286,Federico II,8400368 - Cambridge Medical Trials,1
6287,Federico II,0760041 - Hospital e Maternidade Dr. Christovao da Gama,1
6288,Federico II,6430116 - City hospital # 2 'Sosnovaya roscha',1
6289,Federico II,Bernhoven Ziekenhuis,1
6290,Federico II,"Weihe/Stavermann, Berlin, DE /ID# 214550",1
6291,Federico II,KKing Abdulaziz Medical City- National Guard Hospital /ID# 224354,1
6292,Federico II,Ospedale Civico di Palermo,1
6293,Federico II,Malcom Randall VA Medical Center,1
6294,Federico II,Clínica Universidad de Navarra ? Madrid,1
6295,Federico II,Agaplesion Frankfurter Diakonie Kliniken,1
6296,Federico II,Ospedale Cardinal Massaia,1
6297,Federico II,Care Access - Katy,1
6298,Federico II,American heart of poland spolka skcyjna polsko amerykanskie kliniki serca,1
6299,Federico II,Iowa Diabetes & Endo Res Ctr,1
6300,Federico II,Medicover Neuroendokrinologie MVZ,1
6301,Federico II,Jefferson-duPont Children's Health Program,1
6302,Federico II,Specialized Hospital for Active Treatment of Pediatric Diseases,1
6303,Federico II,Sint-Trudo Ziekenhuis /ID# 127136,1
6304,Federico II,Ospedale di Ravenna,1
6305,Federico II,NY Scientific,1
6306,Federico II,Groupe hospitalier Broca - La Rochefoucauld - La Collégiale,1
6307,Federico II,Aerztliche Gemeinschaftspraxis,1
6308,Federico II,Delta Waves Sleep Disorders and Research Center,1
6309,Federico II,Javorszky Odon Hospital,1
6310,Federico II,"Arizona Arthritis and Rheumatology Research, PLLC",1
6311,Federico II,Shanghai East Hospital,1
6312,Federico II,HCL - Hopital Lyon Sud /ID# 222695,1
6313,Federico II,Horizon Clinical Research Group,1
6314,Federico II,Ningbo First Hospital,1
6315,Federico II,ASST dei Sette Laghi,1
6316,Federico II,Julius Clinical,1
6317,Federico II,NZOZ Twoja Przychodnia Spzoo,1
6318,Federico II,University Physicians,1
6319,Federico II,Borsod-Abaúj-Zemplén Megyei Önkormányzat Kórháza,1
6320,Federico II,Ospedale di Circolo di Busto Arsizio,1
6321,Federico II,Digestive Disease Care /ID# 133489,1
6322,Federico II,Institut für Diagnostische und Interventionelle Radiologie,1
6323,Federico II,Samodzielny Publiczny Szpital Kliniczny nr 4,1
6324,Federico II,Arthritis and Rheumatology /ID# 168046,1
6325,Federico II,"Advanced Rheumatology, PC /ID# 168042",1
6326,Federico II,National Hospital Organization Fukuyama Medical Center,1
6327,Federico II,Tawam Hospital,1
6328,Federico II,Wojewodzkie Wielospecjalistyczne Centrum Onkologii I Traumatologii Im. M. Kopern /Id# 221161,1
6329,Federico II,Dr. Marco Antonio Badillo Santoyo,1
6330,Federico II,Hadassah /ID# 225614,1
6331,Federico II,Conexa Investigacion Clinica S.A.,1
6332,Federico II,"Azienda Unita' Locale Socio Sanitaria N. 2 Marca Trevigiana, S.C di Ematologia",1
6333,Federico II,Medical Center Zdrave Lom,1
6334,Federico II,Óbudai Egészségügyi Centrum,1
6335,Federico II,Nemours Children's Clinic,1
6336,Federico II,Azienda Unità Sanitaria Locale n°1 Sassari,1
6337,Federico II,Hampshire Hospitals NHS Foundation Trust,1
6338,Federico II,Hygeia Diagnostic and Therapeutic Centre of Athens,1
6339,Federico II,0320054 - Clínica Privada de Especialidades Médicas de Villa María,1
6340,Federico II,3920126 - Kagawa Prefectural Hospital,1
6341,Federico II,6160083 - Wojewódzki Szpital Specjalistyczny im. Marii Skłodowskiej-Curie,1
6342,Federico II,Bursa Yuksek Ihtisas Egitim Ve Arastirma Hastanesi,1
6343,Federico II,CI Kherson CCH,1
6344,Federico II,"CINTRE, Centro de Investigación y Tratamiento Reumatológico SC /ID# 208331",1
6345,Federico II,"Medical Center 'Harmony of Beauty', LLC",1
6346,Federico II,Children's Specialty Group,1
6347,Federico II,"Pfennig, Werdau, DE /ID# 213657",1
6348,Federico II,Bleeding & Clotting Disorders Institute,1
6349,Federico II,OU Al Mare Perearstikeskus,1
6350,Federico II,NASA DOKTORKA s.r.o.,1
6351,Federico II,Centro de Investigacion Pergamino SA,1
6352,Federico II,Sujan Surgical Cancer Hospital & Amravati Cancer Foundation,1
6353,Federico II,MHAT Sv. Ivan Rilski Kozloduy,1
6354,Federico II,Hospital J. M. Ramos Mejía,1
6355,Federico II,Nantong Tumor Hospital,1
6356,Federico II,GI Alliance- Sun City,1
6357,Federico II,"Millennium Physician Group, LLC dba Charlotte Heart Group Research Center",1
6358,Federico II,Presidi Ospedalieri Riuniti ASL 6 Ciriè - Presidio Ospedaliero Riunito Sede di Ciriè,1
6359,Federico II,Instituto Catalan de Oncologia (ICO) L'Hospitalet /ID# 227393,1
6360,Federico II,Spectrum Health Clinic,1
6361,Federico II,Ospedale Regionale A. Pugliese,1
6362,Federico II,A.O. 'Ospedale Treviglio-Caravaggio',1
6363,Federico II,Ospedale di Latisana,1
6364,Federico II,Gastroenterologisch - Hepatologisches MVZ Kiel GmbH /ID# 127798,1
6365,Federico II,Oslo Myeloma Center - PPDS,1
6366,Federico II,8400978 - Midwest Heart and Vascular,1
6367,Federico II,8400704 - South Texas CV Consultants,1
6368,Federico II,Yuma Gastro LLC,1
6369,Federico II,"Centrum Zdrowia Matki, Dziecka i Młodzieży (CZMDM) Przychodnie",1
6370,Federico II,The Centre for Clinical Trials /ID# 205404,1
6371,Federico II,MediTrials /ID# 207816,1
6372,Federico II,West Texas Clinical Research,1
6373,Federico II,CEMEC - Centro Multidisciplinar de Estudos Clinicos EPP Ltda,1
6374,Federico II,Bernhoven Uden,1
6375,Federico II,Private Practice - Dr. Korczowski Bartosz,1
6376,Federico II,NewLab Clinical Research Inc. /ID# 213521,1
6377,Federico II,"Breitsprecher, Osnabrueck, DE /ID# 213672",1
6378,Federico II,Szpital Kliniczny im. Heliodora Swiecickiego Uniwersytetu Medycznego im. Karola /ID# 241031,1
6379,Federico II,Eastern Research Inc.,1
6380,Federico II,"MedPharmics, LLC - Lafayette",1
6381,Federico II,Nephrology Associates of Greater Cincinnati,1
6382,Federico II,Ospedale 'Santo Spirito! Pescara,1
6383,Federico II,Urban Family Practice Assoc,1
6384,Federico II,Groupement hospitalier Edouard Herriot,1
6385,Federico II,Digestive and Liver Disease Sp /ID# 125943,1
6386,Federico II,Medizinisches Versorgungszentrum Portal 10 /ID# 98122,1
6387,Federico II,Stichting Epilepsie Instellingen Nederland,1
6388,Federico II,South Carolina Oncology Associates,1
6389,Federico II,"Clinical Research Professionals, LLC - De Paul Medical Dr",1
6390,Federico II,Holmed,1
6391,Federico II,Uniwersytecki Szpital Kliniczny im Jana Mikulicza-Radeckiego we Wroclawiu,1
6392,Federico II,"GI and Liver Research, LLC",1
6393,Federico II,Yaroslavl Municipal HI Clinical Hospital #8,1
6394,Federico II,Wolverhampton Road,1
6395,Federico II,"MUDr. Gregar, s.r.o.",1
6396,Federico II,Winnipeg Clinic /ID# 212134,1
6397,Federico II,Sanatorio Allende Cerro,1
6398,Federico II,Presidio Ospedaliero 'Oncologico Businco' - Cagliari (CA),1
6399,Federico II,CHU Hôpital Nord Laennec,1
6400,Federico II,Horizon Therapeutics (United States),1
6401,Federico II,Linden Medical Centre,1
6402,Federico II,Instituto de Especialidades de La Salud Rosario,1
6403,Federico II,Cantonal hospital Zenica,1
6404,Federico II,Charleston Nephrology Associates,1
6405,Federico II,Hemocentro do Espírito Santo,1
6406,Federico II,Pediatric Cardiology Associates,1
6407,Federico II,Digestive Health Center,1
6408,Federico II,Institut Claudius Regaud,1
6409,Federico II,8400648 - Saint Luke's Cardiovascular Consultants,1
6410,Federico II,6880025 - General Hospital Valjevo,1
6411,Federico II,Irccs Crob,1
6412,Federico II,Sumy State University,1
6413,Federico II,International Gastro Institute,1
6414,Federico II,Zaporozhye City Clinical Hospital #6,1
6415,Federico II,Azienda Ospedaliera Universita' (AOU ) Padova,1
6416,Federico II,Raja Perempuan Zainab II Hospital,1
6417,Federico II,Uni Campania L. Vanvitelli,1
6418,Federico II,Izmir Medical Park Hospital,1
6419,Federico II,Zangmeister Cancer Center,1
6420,Federico II,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),1
6421,Federico II,"Revive Research Institute, Inc",1
6422,Federico II,Diabetes & Endo Treatment Spec,1
6423,Federico II,Specjalistyczny Ośrodek Okulistyczny Oculomedica,1
6424,Federico II,Rio Grande Gastroenterology /ID# 210218,1
6425,Federico II,Center for Hematology-Oncology,1
6426,Federico II,Augen-Praxis_Minden,1
6427,Federico II,Clinical Hospital Center Zvezdara Clinic of Internal Diseases,1
6428,Federico II,Geisinger Wyoming Valley Medical Center,1
6429,Federico II,2680013 - Tbilisi Heart and Vascular Clinic LTD,1
6430,Federico II,Klinikum Coburg,1
6431,Federico II,5280057 - Bovenij ziekenhuis,1
6432,Federico II,Clinical Trials NZ /ID# 205336,1
6433,Federico II,MNPE Chernihiv Regional Hospital of the Chernihiv Region Council /ID# 207730,1
