,Trial ID,End Date,Condition
4770,NCT04506385,2021-03-31,Metabolomic Profile
4771,NCT05109533,2021-03-31,Vaginal Infection
4772,NCT05109533,2021-03-31,HPV Infection
4773,NCT03039114,2021-03-30,Lymphoma
4774,NCT03733444,2021-03-30,Idiopathic Pulmonary Fibrosis
4775,NCT04022395,2021-03-30,Coronary Disease
4776,NCT04643054,2021-03-30,Covid19
4777,NCT02291289,2021-03-24,Colorectal Cancer
4778,NCT04744415,2021-03-23,Management and Epidemiology of Patients Admitted in ICU
4779,NCT02986620,2021-03-22,"AML, Adult"
4780,NCT03238235,2021-03-19,Becker Muscular Dystrophy
4781,NCT03364439,2021-03-18,Diffuse Large B Cell Lymphoma
4782,NCT03185897,2021-03-17,Hemophilia A
4783,NCT03185897,2021-03-17,Hemophilia B
4784,NCT04386928,2021-03-16,Hematologic Diseases
4785,NCT04386928,2021-03-16,Stem Cell Transplant Complications
4786,NCT03467165,2021-03-15,Osteoarthritis
4787,NCT03467165,2021-03-15,Hip Osteoarthritis
4788,NCT03467165,2021-03-15,Hand Osteoarthritis
4789,NCT03962205,2021-03-15,Obesity
4790,NCT05417529,2021-03-15,Stage I or II Micro-invasive Oral Cancer
4791,NCT02948088,2021-03-11,Giant Cell Tumors
4792,NCT01824290,2021-03-10,"Hypertension, Pulmonary"
4793,NCT03818464,2021-03-10,Anesthesia
4794,NCT03028740,2021-03-09,Nonalcoholic Steatohepatitis
4795,NCT04220996,2021-03-09,MDD
4796,NCT04220996,2021-03-09,Anxiety Disorders
4797,NCT04685538,2021-03-09,Cataract
4798,NCT01945775,2021-03-05,Breast Neoplasms
4799,NCT01945775,2021-03-05,BRCA 1 Gene Mutation
4800,NCT01945775,2021-03-05,BRCA 2 Gene Mutation
4801,NCT04792346,2021-03-02,Breast Cancer
4802,NCT02679404,2021-03-01,Aortic Valve Disease
4803,NCT02679404,2021-03-01,Aortic Stenosis
4804,NCT04070820,2021-03-01,Enterococcal Bacteraemia
4805,NCT04070820,2021-03-01,Enterococcus Faecalis Infection
4806,NCT04070820,2021-03-01,Enterococcal Endocarditis
4807,NCT04070820,2021-03-01,Bloodstream Infection
4808,NCT04161859,2021-03-01,Dyslipidemias
4809,NCT04161859,2021-03-01,"Diabetes Mellitus, Type 2"
4810,NCT04161859,2021-03-01,Hypertension
4811,NCT04223206,2021-03-01,Hemodialysis
4812,NCT04223206,2021-03-01,Sarcopenia
4813,NCT04244929,2021-03-01,Prosthesis Survival
4814,NCT04254705,2021-03-01,Cystic Fibrosis
4815,NCT04666883,2021-03-01,Colon Cancer
4816,NCT04666883,2021-03-01,"Metastases, Lymphatic"
4817,NCT04892108,2021-03-01,Rectal Prolapse
4818,NCT04892108,2021-03-01,Defecation Disorder
4819,NCT04892108,2021-03-01,Rectocele
4820,NCT04892108,2021-03-01,Female
4821,NCT04892108,2021-03-01,Surgery
4822,NCT05881343,2021-03-01,Coronavirus Infection
4823,NCT05881343,2021-03-01,Orthopedic Disorder
4824,NCT05881343,2021-03-01,Bone Fracture
4825,NCT05881343,2021-03-01,Bone Metastases
4826,NCT05881343,2021-03-01,Bone Neoplasm
4827,NCT06058494,2021-03-01,Anterior Cruciate Ligament Reconstruction
4828,NCT02943785,2021-02-28,Atrial Fibrillation
4829,NCT03823625,2021-02-28,Squamous-Cell Lung Cancer
4830,NCT04568876,2021-02-28,Covid19
4831,NCT05080933,2021-02-28,ARDS
4832,NCT05080933,2021-02-28,COVID-19
4833,NCT05080933,2021-02-28,H1N1 Influenza
4834,NCT05802511,2021-02-28,Peripheral Neuropathy
4835,NCT05802511,2021-02-28,Neuropathic Pain
4836,NCT03273153,2021-02-19,Advanced BRAFV600 Wild-type Melanoma
4837,NCT02367794,2021-02-17,Squamous Non-Small Cell Lung Cancer
4838,NCT03461211,2021-02-17,Thyroid Eye Disease
4839,NCT03631810,2021-02-17,Acute Pulmonary Embolism
4840,NCT03093480,2021-02-16,Hemophilia A With Inhibitors
4841,NCT04004208,2021-02-12,Retinopathy of Prematurity (ROP)
4842,NCT04629183,2021-02-11,Covid19
4843,NCT02998476,2021-02-05,Lymphoma
4844,NCT03715829,2021-02-05,Active Non-segmental Vitiligo
4845,NCT03815175,2021-02-04,Bleeding Disorder
4846,NCT03815175,2021-02-04,Ischemic Stroke
4847,NCT03815175,2021-02-04,Hemorrhagic Stroke
4848,NCT03815175,2021-02-04,Hematological Diseases
4849,NCT03815175,2021-02-04,Thrombocytopenia
4850,NCT03815175,2021-02-04,Coagulation Disorder
4851,NCT03815175,2021-02-04,Anemia
4852,NCT03815175,2021-02-04,Renal Insufficiency
4853,NCT03815175,2021-02-04,Coronary Artery Disease
4854,NCT02790138,2021-02-02,Pouchitis
4855,NCT03068455,2021-02-02,Melanoma
4856,NCT00809575,2021-02-01,Adult
4857,NCT00809575,2021-02-01,Myelodysplastic Syndromes
4858,NCT01619085,2021-02-01,Idiopathic Pulmonary Fibrosis
4859,NCT02339116,2021-02-01,Metastatic Colorectal Cancer
4860,NCT04252456,2021-02-01,Advanced Colorectal Cancer
4861,NCT04256356,2021-02-01,Innate Immunity
4862,NCT04698447,2021-02-01,Metabolic Syndrome
4863,NCT04698447,2021-02-01,Healthy Volunteers
4864,NCT05025553,2021-02-01,Autistic Spectrum Disorder
4865,NCT05025553,2021-02-01,Constipation
4866,NCT03555136,2021-01-31,Major Depressive Disorder
4867,NCT03962608,2021-01-31,Non-Alcoholic Steatohepatitis
4868,NCT04340661,2021-01-31,Irritable Bowel Syndrome
4869,NCT04403659,2021-01-31,Heart Failure
4870,NCT04403659,2021-01-31,With Decompensation
4871,NCT04403659,2021-01-31,Heart Failure，Congestive
4872,NCT04403659,2021-01-31,Heart Failure Acute
4873,NCT04694482,2021-01-31,Psychosis
4874,NCT04694482,2021-01-31,Schizophrenic
4875,NCT04694482,2021-01-31,Personality Disorders
4876,NCT04694482,2021-01-31,Mood Disorders
4877,NCT04694482,2021-01-31,Anxiety Disorders
4878,NCT04694482,2021-01-31,Post Traumatic Stress Disorder
4879,NCT04832542,2021-01-31,Syncope
4880,NCT05199883,2021-01-31,Anesthesia
4881,NCT02737501,2021-01-29,Non-small Cell Lung Cancer
4882,NCT02737501,2021-01-29,Lung Cancer
4883,NCT02737501,2021-01-29,Advanced Malignancies
4884,NCT02737501,2021-01-29,Carcinoma
4885,NCT03881059,2021-01-27,Active Psoriatic Arthritis
4886,NCT04031027,2021-01-27,Plaque Psoriasis
4887,NCT01896531,2021-01-26,Gastric Cancer
4888,NCT04211987,2021-01-25,Hip Osteoarthritis
4889,NCT04211987,2021-01-25,Hip Pain Chronic
4890,NCT02973191,2021-01-24,Precursor Cell Lymphoblastic Leukemia-Lymphoma
4891,NCT02895945,2021-01-22,Hemophilia A
4892,NCT02797951,2021-01-21,Episodic Cluster Headache
4893,NCT02797951,2021-01-21,Chronic Cluster Headache
4894,NCT03570697,2021-01-21,Coronary Artery Disease (CAD)
4895,NCT03786107,2021-01-21,"Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer"
4896,NCT03786107,2021-01-21,Metastatic Cervical Cancer
4897,NCT01578239,2021-01-18,Carcinoid Tumor of the Small Bowel
4898,NCT01578239,2021-01-18,Neuroendocrine Tumour
4899,NCT02367781,2021-01-18,"Carcinoma, Non-Squamous Non-Small Cell Lung"
4900,NCT03289143,2021-01-15,Alzheimer's Disease
4901,NCT03790384,2021-01-15,Bladder Cancer
4902,NCT03482752,2021-01-14,Autoimmune Pulmonary Alveolar Proteinosis
4903,NCT03653026,2021-01-14,Ulcerative Colitis (UC)
4904,NCT03821285,2021-01-14,"Lung Diseases, Obstructive"
4905,NCT03821285,2021-01-14,Pulmonary Rehabilitation
4906,NCT03821285,2021-01-14,Lung TB
4907,NCT03136653,2021-01-13,Multiple Myeloma in Relapse
4908,NCT03382639,2021-01-12,Schizophrenia
4909,NCT02175004,2021-01-07,FAP
4910,NCT02175004,2021-01-07,Familial Amyloid Polyneuropathy
4911,NCT02175004,2021-01-07,TTR
4912,NCT02175004,2021-01-07,Transthyretin
4913,NCT02175004,2021-01-07,Amyloidosis
4914,NCT03269695,2021-01-07,Ulcerative Colitis
4915,NCT02604433,2021-01-05,Erythrocyte Transfusion
4916,NCT02604433,2021-01-05,Beta-Thalassemia
4917,NCT03059446,2021-01-05,Nonalcoholic Steatohepatitis
4918,NCT03059446,2021-01-05,Liver Cirrhosis
4919,NCT03059446,2021-01-05,Non-alcoholic Fatty Liver Disease
4920,NCT03753763,2021-01-05,Multiple System Atrophy
4921,NCT01856283,2021-01-01,"Leukemia, Myeloid, Chronic-Phase"
4922,NCT03480399,2021-01-01,"Sarcoma, Soft Tissue"
4923,NCT03480399,2021-01-01,Retroperitoneal Neoplasms
4924,NCT03480399,2021-01-01,Surgery
4925,NCT03480399,2021-01-01,Quality of Life
4926,NCT03480399,2021-01-01,Morbidity
4927,NCT03727594,2021-01-01,Oral Cavity Squamous Cell Carcinoma
4928,NCT03727594,2021-01-01,Oropharyngeal Squamous Cell Carcinoma
4929,NCT03839004,2021-01-01,Pregnancy
4930,NCT03839004,2021-01-01,Mental Health Wellness 1
4931,NCT03891238,2021-01-01,Metastatic or Locally Advanced PD-L1 Positive Urothelial Cancer
4932,NCT04445623,2021-01-01,COVID19
4933,NCT04445623,2021-01-01,Thrombosis
4934,NCT04654494,2021-01-01,Crohn Disease
4935,NCT04654494,2021-01-01,Colorectal Cancer
4936,NCT04654494,2021-01-01,Inflammatory Bowel Diseases
4937,NCT04700943,2021-01-01,Regional Anesthesia
4938,NCT04700943,2021-01-01,Diaphragm Issues
4939,NCT04700943,2021-01-01,Thoracic Surgery
4940,NCT04700943,2021-01-01,Ultrasounds
4941,NCT04769180,2021-01-01,Non-celiac Gluten Sensitivity
4942,NCT04968093,2021-01-01,Migraine in Children
4943,NCT04968093,2021-01-01,Migraine With Aura
4944,ISRCTN10224660,2020-12-31,Cervical cancer screening
4945,ISRCTN11980212,2020-12-31,Myocardial infarction
4946,ISRCTN17301812,2020-12-31,COVID-19 (SARS-CoV-2 infection)
4947,NCT00789165,2020-12-31,Arrhythmia
4948,NCT01166737,2020-12-31,Fallopian Tube Cancer
4949,NCT01166737,2020-12-31,Ovarian Cancer
4950,NCT01166737,2020-12-31,Peritoneal Cavity Cancer
4951,NCT02770300,2020-12-31,Stroke
4952,NCT02864030,2020-12-31,Metastatic Breast Cancer
4953,NCT02864030,2020-12-31,Toxicity
4954,NCT02864030,2020-12-31,Neurotoxicity
4955,NCT02864030,2020-12-31,Drug Toxicity
4956,NCT02864030,2020-12-31,Adverse Drug Event
4957,NCT03144570,2020-12-31,Encephalitis
4958,NCT03454282,2020-12-31,Breast Cancer
4959,NCT03454282,2020-12-31,"Melanoma, Malignant"
4960,NCT03820440,2020-12-31,Hemodynamic Instability
4961,NCT03820440,2020-12-31,Surgery
4962,NCT03820440,2020-12-31,Fluid Overload
4963,NCT03880773,2020-12-31,Pancreatic Fistula
4964,NCT03880773,2020-12-31,Distal Pancreatectomy
4965,NCT03897101,2020-12-31,Neonatal Encephalopathy
4966,NCT03897101,2020-12-31,Cell Damage
4967,NCT03897101,2020-12-31,Metabolic Acidosis
4968,NCT03897101,2020-12-31,Inflammation
4969,NCT04012021,2020-12-31,Liver Cirrhosis
4970,NCT04012021,2020-12-31,Liver Steatosis
4971,NCT04012021,2020-12-31,Hepatocellular Carcinoma
4972,NCT04012021,2020-12-31,Pancreatic Cancer
4973,NCT04012021,2020-12-31,Magnetic Resonance Imaging
4974,NCT04048005,2020-12-31,Stable Angina
4975,NCT04048005,2020-12-31,Acute Coronary Syndrome
4976,NCT04048005,2020-12-31,Coronary Artery Disease
4977,NCT04153305,2020-12-31,Myelofibrosis
4978,NCT04192916,2020-12-31,Myeloproliferative Neoplasm
4979,NCT04204005,2020-12-31,Renal Failure Chronic
4980,NCT04380220,2020-12-31,Multiple Sclerosis
4981,NCT04380220,2020-12-31,Relapse
4982,NCT04381338,2020-12-31,Corona Virus Disease 19 (COVID-19)
4983,NCT04381338,2020-12-31,COVID
4984,NCT04381338,2020-12-31,Acute Lung Injury/Acute Respiratory Distress Syndrome (ARDS)
4985,NCT04381338,2020-12-31,Critical Illness
4986,NCT04386447,2020-12-31,Covid-19
4987,NCT04386447,2020-12-31,Corona Virus Infection
4988,NCT04386447,2020-12-31,SARS-CoV 2
4989,NCT04398615,2020-12-31,Accidental Falls
4990,NCT04398615,2020-12-31,Wearable Electronic Devices
4991,NCT04869254,2020-12-31,Hematopoietic Stem Cell Transplantation
4992,NCT03337984,2020-12-30,Diverticulitis
4993,NCT04060732,2020-12-30,"Diabetes Mellitus, Type 1"
4994,NCT04085679,2020-12-30,Frailty
4995,NCT04085679,2020-12-30,Disability
4996,NCT04085679,2020-12-30,Multimorbidity
4997,NCT04085679,2020-12-30,Respiratory Failure
4998,NCT04085679,2020-12-30,Abdominal Pain
4999,NCT04085679,2020-12-30,Infection
5000,NCT04098757,2020-12-30,"Fibromyalgia, Primary"
5001,NCT04098757,2020-12-30,Fibromyalgic Sindrome
5002,NCT04149652,2020-12-30,Chronic Obstructive Pulmonary Disease
5003,NCT04149652,2020-12-30,Smoker Lung
5004,NCT04387344,2020-12-30,Cardiac Amyloidosis
5005,NCT05341635,2020-12-30,COVID-19
5006,NCT03709875,2020-12-28,Brain Injuries
5007,NCT03709875,2020-12-28,Stroke
5008,NCT02611713,2020-12-24,Advanced Parkinson's Disease
5009,NCT03469050,2020-12-22,Diverticulitis
5010,NCT03664674,2020-12-22,Meniere Disease
5011,NCT04698694,2020-12-21,Tolerance
5012,NCT04080258,2020-12-18,Headache Disorders
5013,NCT04080258,2020-12-18,Primary Headache Disorder
5014,NCT01379989,2020-12-17,Ovarian Cancer
5015,NCT03344120,2020-12-16,Symptoms and Signs
5016,NCT03344120,2020-12-16,Pain
5017,NCT03344120,2020-12-16,Ureteral Calculi
5018,NCT02861014,2020-12-15,"Multiple Sclerosis, Relapsing-Remitting"
5019,NCT03761225,2020-12-15,Metastatic Castrate Resistant Prostate Cancer
5020,NCT03099785,2020-12-14,Diarrhea-predominant Irritable Bowel Syndrome
5021,NCT03410940,2020-12-14,Osteoarthritis
5022,NCT03410940,2020-12-14,Avascular Necrosis
5023,NCT03410940,2020-12-14,Rheumatoid Arthritis
5024,NCT03410940,2020-12-14,Femoral Neck Fractures
5025,NCT03410940,2020-12-14,Prosthesis Failure
5026,NCT03188367,2020-12-13,Nonceliac Gluten Sensitivity
5027,NCT03539601,2020-12-11,Atopic Dermatitis
5028,NCT03738397,2020-12-09,Atopic Dermatitis
5029,NCT03986138,2020-12-09,Lesion in Body Region
5030,NCT00667823,2020-12-07,Pulmonary Arterial Hypertension
5031,NCT02067143,2020-12-07,Untreated Philadelphia Positive Acute Lymphoblastic Leukemia
5032,NCT02067143,2020-12-07,De Novo
5033,NCT02067143,2020-12-07,Secondary
5034,NCT02067143,2020-12-07,Low-dose Corticosteroids Pretreatment
5035,NCT02366143,2020-12-07,"Carcinoma, Non-Small-Cell Lung"
5036,NCT01265849,2020-12-04,Squamous Cell Carcinoma of the Oral Cavity
5037,NCT01265849,2020-12-04,Squamous Cell Carcinoma of the Soft Palate
5038,NCT01554956,2020-12-04,Ligneous Conjunctivitis
5039,NCT03083314,2020-12-04,Breast Cancer
5040,NCT02738840,2020-12-02,Chronic Pain
5041,NCT00777244,2020-12-01,Adrenocortical Carcinoma
5042,NCT00883402,2020-12-01,Carotid Stenosis
5043,NCT00916708,2020-12-01,Endometrial Cancer
5044,NCT01064557,2020-12-01,Leukemia
5045,NCT01240057,2020-12-01,Congenital Diseases
5046,NCT01240057,2020-12-01,Diaphragmatic Hernia
5047,NCT01240057,2020-12-01,Pulmonary Hypoplasia
5048,NCT01361438,2020-12-01,ALL Ph Positive
5049,NCT01526720,2020-12-01,Type 2 Diabetes Mellitus
5050,NCT01701479,2020-12-01,Neuroblastoma
5051,NCT01906073,2020-12-01,Cancer
5052,NCT01906073,2020-12-01,Pain
5053,NCT01913652,2020-12-01,Dedifferentiated Liposarcoma
5054,NCT02099747,2020-12-01,Severe Aplastic Anemia
5055,NCT02364050,2020-12-01,"Lymphoma, Large B-Cell, Diffuse"
5056,NCT02377648,2020-12-01,Cardiac Allograft Vasculopathy
5057,NCT02622321,2020-12-01,Hemophilia A
5058,NCT02638142,2020-12-01,Acute Heart Failure
5059,NCT02653404,2020-12-01,"Tuberculosis, Pulmonary"
5060,NCT02653404,2020-12-01,Interferon-gamma Release Tests
5061,NCT02653404,2020-12-01,Tuberculin Test
5062,NCT02814019,2020-12-01,Duchenne Muscular Dystrophy (DMD)
5063,NCT02853370,2020-12-01,Marginal Zone B-cell Lymphoma
5064,NCT03090334,2020-12-01,Invasive Candidiases
5065,NCT03090334,2020-12-01,Abdominal Infection
5066,NCT03295006,2020-12-01,Hepatocellular Carcinoma
5067,NCT03352648,2020-12-01,Heart Failure
5068,NCT03352648,2020-12-01,Left Ventricular Systolic Dysfunction
5069,NCT03713320,2020-12-01,Cutaneous T-Cell Lymphoma/Mycosis Fungoides
5070,NCT03973359,2020-12-01,Congenital Cytomegalovirus Infection
5071,NCT03973359,2020-12-01,Maternal Cytomegalovirus Infection
5072,NCT04070807,2020-12-01,Acute Myeloid Leukemia
5073,NCT04166968,2020-12-01,"Stroke, Ischemic"
5074,NCT04166968,2020-12-01,Stroke Hemorrhagic
5075,NCT04324866,2020-12-01,Coronavirus Infection
5076,ISRCTN86956166,2020-11-30,Prurigo nodularis
5077,NCT02383927,2020-11-30,Thyroid Cancer
5078,NCT02383927,2020-11-30,Squamous Cell Carcinoma Head and Neck Cancer (HNSCC)
5079,NCT02383927,2020-11-30,HRAS Mutant Tumor
5080,NCT02383927,2020-11-30,Other Squamous Cell Carcinoma (SCC) With HRAS Mutant Tumor
5081,NCT02907359,2020-11-30,Myelodysplastic Syndromes
5082,NCT02907359,2020-11-30,"Leukemia, Myelomonocytic, Chronic"
5083,NCT03298867,2020-11-30,Thyroid Eye Disease
5084,NCT03298867,2020-11-30,Graves' Orbitopathy
5085,NCT03306394,2020-11-30,Metastatic Colorectal Cancer
5086,NCT03473470,2020-11-30,Hypothermia
5087,NCT03473470,2020-11-30,Anesthesia
5088,NCT03611751,2020-11-30,Psoriasis
5089,NCT03620331,2020-11-30,Peri-Implantitis
5090,NCT04281459,2020-11-30,HIV-1-infection
5091,NCT04354389,2020-11-30,COVID-19
5092,NCT04379440,2020-11-30,COVID-19
5093,NCT04440644,2020-11-30,Amyotrophic Lateral Sclerosis
5094,NCT04649658,2020-11-30,Covid19
5095,NCT04656769,2020-11-30,Recurrence Tumor
5096,NCT04656769,2020-11-30,"Opioid Use, Unspecified"
5097,NCT04656769,2020-11-30,Analgesia
5098,NCT04656769,2020-11-30,Thoracic Surgery
5099,NCT02631070,2020-11-26,Myelodysplastic Syndromes
5100,NCT04438629,2020-11-26,Allergy and Immunology
5101,NCT04438629,2020-11-26,Infection Viral
5102,NCT03603288,2020-11-25,Duchenne Muscular Dystrophy
5103,NCT04996420,2020-11-22,"Arthroplasty, Replacement, Hip"
5104,NCT04996420,2020-11-22,"Anesthesia, Spinal"
5105,NCT04996420,2020-11-22,Hemodynamic Monitoring
5106,NCT04996420,2020-11-22,Crystalloid Solutions
5107,NCT01805557,2020-11-20,Diffuse Large B-cell Lymphoma Refractory
5108,NCT01805557,2020-11-20,Diffuse Large B-cell Lymphoma Recurrent
5109,NCT04664712,2020-11-20,"Fasciitis, Plantar"
5110,NCT02164916,2020-11-19,Colorectal Cancer
5111,NCT03191799,2020-11-19,Hemophilia A
5112,NCT03354884,2020-11-19,Collecting Duct Carcinoma (Kidney)
5113,NCT03948178,2020-11-18,Amyotrophic Lateral Sclerosis
5114,NCT04676321,2020-11-15,Non Small Cell Lung Cancer
5115,NCT04324021,2020-11-13,SARS-CoV-2
5116,NCT01885078,2020-11-12,Rheumatoid Arthritis
5117,NCT02032277,2020-11-12,Triple Negative Breast Cancer
5118,NCT03559699,2020-11-12,Pyruvate Kinase Deficiency
5119,NCT03559699,2020-11-12,"Anemia, Hemolytic"
5120,NCT03796858,2020-11-11,"Arthritis, Psoriatic"
5121,NCT03384940,2020-11-10,Colorectal Neoplasm
5122,NCT03322540,2020-11-09,Lung Cancer
5123,NCT03284853,2020-11-06,Open Angle Glaucoma
5124,NCT03284853,2020-11-06,Ocular Hypertension
5125,NCT04526405,2020-11-03,Thalassemia Major
5126,NCT04526405,2020-11-03,Covid19
5127,ISRCTN13083896,2020-11-01,Cystic fibrosis
5128,NCT02255864,2020-11-01,Coronary Artery Disease
5129,NCT02255864,2020-11-01,Myocardial Ischemia
5130,NCT03087266,2020-11-01,Periodontitis
5131,NCT03087266,2020-11-01,Diabetes
5132,NCT03719365,2020-11-01,Mechanical Ventilation Complication
5133,NCT03719365,2020-11-01,Ventilator-Induced Lung Injury
5134,NCT04181190,2020-11-01,Asthma
5135,NCT04181190,2020-11-01,Asthma
5136,NCT04181190,2020-11-01,Eosinophilic
5137,NCT04296760,2020-11-01,"Endometriosis, Rectum"
5138,NCT04296760,2020-11-01,Endometriosis of Vagina
5139,NCT04296760,2020-11-01,Endometriosis Rectovaginal Septum
5140,NCT04296760,2020-11-01,Endometriosis Pelvic
5141,NCT04296760,2020-11-01,Endometriosis of Colon
5142,NCT04296760,2020-11-01,Endometriosis
5143,NCT01661387,2020-10-31,Chronic Adrenal Insufficiency
5144,NCT04449042,2020-10-31,Airway Management
5145,NCT04449042,2020-10-31,COVID19
5146,NCT02725268,2020-10-30,Endometrial Neoplasms
5147,NCT03145376,2020-10-30,Mitral Valve Insufficiency
5148,NCT03145376,2020-10-30,Aortic Stenosis Senile
5149,NCT03442985,2020-10-30,"Exostoses, Multiple Hereditary"
5150,NCT03449147,2020-10-30,Chronic Cough
5151,NCT04427098,2020-10-30,COVID-19
5152,NCT04449172,2020-10-30,Chronic Kidney Diseases
5153,NCT04947306,2020-10-30,Neuromuscular Blockade
5154,NCT04947306,2020-10-30,Neuromuscular Monitoring
5155,2020-001110-38,2020-10-29,Lung infection
5156,NCT01951430,2020-10-29,Myelodysplastic Syndrome
5157,NCT02704403,2020-10-28,Nonalcoholic Steatohepatitis (NASH) With Fibrosis
5158,NCT02740010,2020-10-28,Cataract
5159,NCT02740010,2020-10-28,Presbyopia
5160,NCT03545035,2020-10-28,Chronic Lymphocytic Leukemia
5161,NCT00774345,2020-10-27,B-cell Chronic Lymphocytic Leukemia
5162,NCT03410693,2020-10-27,"Carcinoma, Transitional Cell"
5163,NCT03893240,2020-10-27,Pompe Disease
5164,NCT03893240,2020-10-27,Pompe Disease (Late-onset)
5165,NCT03893240,2020-10-27,Glycogen Storage Disease Type 2
5166,NCT03893240,2020-10-27,LOPD
5167,NCT03893240,2020-10-27,Lysosomal Storage Diseases
5168,NCT03893240,2020-10-27,Acid Maltase Deficiency
5169,NCT02569242,2020-10-23,Esophageal Cancer
5170,NCT03259334,2020-10-23,Ulcerative Colitis
5171,NCT02851407,2020-10-20,Veno-occlusive Disease
5172,NCT04634630,2020-10-17,"Lung Cancer, Nonsmall Cell"
5173,NCT04634630,2020-10-17,Relapse/Recurrence
5174,NCT04634630,2020-10-17,CSC
5175,NCT03322566,2020-10-16,Lung Cancer
5176,NCT04411459,2020-10-16,COVID-19
5177,NCT04411459,2020-10-16,Mechanical Ventilation
5178,NCT04411459,2020-10-16,Quality of Life
5179,NCT04411459,2020-10-16,Radiologic Increased Density of Lung
5180,NCT04411459,2020-10-16,Sedation
5181,NCT04411459,2020-10-16,Complication of Treatment
5182,NCT04427332,2020-10-16,Covid19
5183,NCT04170387,2020-10-14,Fibromyalgia Syndrome
5184,NCT04170387,2020-10-14,Fibromyalgia
5185,NCT04170387,2020-10-14,"Pain, Chronic"
5186,NCT04170387,2020-10-14,Impairment
5187,NCT04170387,2020-10-14,Cognitive Impairment
5188,NCT02228382,2020-10-13,Previously Treated PH + CML
5189,NCT02724020,2020-10-13,Clear-cell Metastatic Renal Cell Carcinoma
5190,NCT02112175,2020-10-12,Multiple Myeloma
5191,NCT04610554,2020-10-12,COVID-19 Pneumonia
5192,NCT03548220,2020-10-09,Pyruvate Kinase Deficiency
5193,NCT03548220,2020-10-09,"Anemia, Hemolytic"
5194,NCT02994953,2020-10-08,Advanced Solid Tumors
5195,NCT03559517,2020-10-08,Crohn's Disease
5196,NCT03627767,2020-10-07,Dermatitis
